DateID,TimeID,DepartmentID,EmployeeID,PayHistoryID,ShiftID,JobCandidateID,Rate,VacationHours,SickLeaveHours
20080220,1200,7,51,55,1,0,13.45,85,62
20080310,1200,7,52,56,1,0,13.45,86,63
20080328,1200,7,53,57,1,0,13.45,87,63
20100101,1200,7,54,58,1,0,13.45,89,64
20080208,1200,7,55,59,3,0,25.0,79,59
20090205,1200,7,56,60,3,0,11.0,9,24
20090223,1200,7,57,61,3,0,11.0,10,25
20081205,1200,7,58,62,3,0,11.0,11,25
20081224,1200,7,59,63,3,0,11.0,12,26
20090111,1200,7,60,64,3,0,11.0,13,26
20090118,1200,7,61,65,3,0,11.0,8,24
20080317,1200,7,62,66,2,0,25.0,81,60
20100129,1200,7,63,67,2,0,12.45,30,35
20100223,1200,7,64,68,2,0,12.45,26,33
20100223,1200,7,65,69,2,0,12.45,29,34
20091222,1200,7,66,70,2,0,12.45,28,34
20090305,1200,7,67,71,2,0,12.45,32,36
20091203,1200,7,68,72,2,0,12.45,27,33
20090215,1200,7,69,73,2,0,12.45,31,35
20081215,1200,7,70,74,2,0,12.45,33,36
20090215,1200,7,71,75,3,0,25.0,70,55
20081201,1200,7,72,76,3,0,9.5,41,40
20081219,1200,7,73,77,3,0,9.5,42,41
20090107,1200,7,74,78,3,0,9.5,43,41
20090126,1200,7,75,79,3,0,9.5,44,42
20090212,1200,7,76,80,3,0,9.5,45,42
20090303,1200,7,77,81,3,0,9.5,46,43
20081215,1200,7,78,82,2,0,25.0,72,56
20100124,1200,7,79,83,2,0,15.0,60,50
20100117,1200,7,80,84,2,0,15.0,65,52
20091229,1200,7,81,85,2,0,15.0,64,52
20100303,1200,7,82,86,2,0,15.0,62,51
20100212,1200,7,83,87,2,0,15.0,61,50
20100205,1200,7,84,88,2,0,15.0,66,53
20091211,1200,7,85,89,2,0,15.0,63,51
20090105,1200,7,86,90,2,0,15.0,59,49
20081222,1200,7,87,91,3,0,25.0,67,53
20091218,1200,7,88,92,3,0,13.45,99,69
20100201,1200,7,89,93,3,0,13.45,96,68
20100220,1200,7,90,94,3,0,13.45,97,68
20100112,1200,7,91,95,3,0,13.45,95,67
20100310,1200,7,92,96,3,0,13.45,98,69
20081227,1200,7,93,97,2,0,25.0,78,59
20081212,1200,7,94,98,2,0,11.0,6,23
20081219,1200,7,95,99,2,0,11.0,1,20
20090302,1200,7,96,100,2,0,11.0,5,22
20090210,1200,7,97,101,2,0,11.0,0,20
20090211,1200,7,98,102,2,0,11.0,4,22
20090106,1200,7,99,103,2,0,11.0,2,21
20090112,1200,7,100,104,2,0,11.0,7,23
20090125,1200,7,101,105,2,0,11.0,3,21
20081203,1200,7,102,106,2,0,25.0,66,53
20091206,1200,7,103,107,2,0,13.45,93,66
20091225,1200,7,104,108,2,0,13.45,94,67
20091225,1200,7,105,109,2,0,13.45,90,65
20100227,1200,7,106,110,2,0,13.45,92,66
20100208,1200,7,107,111,2,0,13.45,91,65
20081208,1200,7,108,112,1,0,25.0,77,58
20081207,1200,7,109,113,1,0,11.0,95,67
20081214,1200,7,110,114,1,0,11.0,90,65
20081217,1200,7,111,115,1,0,11.0,93,66
20090101,1200,7,112,116,1,0,11.0,91,65
20081225,1200,7,113,117,1,0,11.0,96,68
20090113,1200,7,114,118,1,0,11.0,97,68
20090120,1200,7,115,119,1,0,11.0,92,66
20090131,1200,7,116,120,1,0,11.0,98,69
20090218,1200,7,117,121,1,0,11.0,99,69
20090213,1200,7,118,122,1,0,11.0,88,64
20090225,1200,7,119,123,1,0,11.0,94,67
20090304,1200,7,120,124,1,0,11.0,89,64
20090102,1200,15,121,125,1,0,19.2308,93,66
20081207,1200,15,122,126,2,0,9.0,97,68
20081207,1200,15,123,127,2,0,9.5,95,67
20081226,1200,15,124,128,3,0,9.0,98,69
20090120,1200,15,125,129,1,0,9.5,94,67
20090226,1200,15,126,130,1,0,9.0,96,68
20090103,1200,7,127,131,3,0,25.0,73,56
20081204,1200,7,128,132,3,0,15.0,68,54
20081222,1200,7,129,133,3,0,15.0,69,54
20090213,1200,7,130,134,3,0,15.0,71,55
20090215,1200,7,131,135,3,0,15.0,72,56
20090222,1200,7,132,136,3,0,15.0,67,53
20090110,1200,7,133,137,3,0,15.0,70,55
20090114,1200,7,134,138,1,0,25.0,40,40
20081204,1200,7,135,139,1,0,14.0,9,24
20091211,1200,7,136,140,1,0,14.0,4,22
20090223,1200,7,137,141,1,0,14.0,8,24
20090204,1200,7,138,142,1,0,14.0,7,23
20100106,1200,7,139,143,1,0,14.0,0,20
20100122,1200,7,140,144,1,0,14.0,5,22
20100124,1200,7,141,145,1,0,14.0,1,20
20100304,1200,7,142,146,1,0,14.0,3,21
20100213,1200,7,143,147,1,0,14.0,2,21
20090117,1200,7,144,148,1,0,14.0,6,23
20090127,1200,7,145,149,2,0,25.0,69,54
20081207,1200,7,146,150,2,0,9.5,36,38
20081226,1200,7,147,151,2,0,9.5,37,38
20090114,1200,7,148,152,2,0,9.5,38,39
20090131,1200,7,149,153,2,0,9.5,39,39
20090226,1200,7,150,154,2,0,9.5,35,37
20090219,1200,7,151,155,2,0,9.5,40,40
20090201,1200,7,152,156,2,0,25.0,41,40
20081216,1200,7,153,157,2,0,14.0,15,27
20081223,1200,7,154,158,2,0,14.0,10,25
20090104,1200,7,155,159,2,0,14.0,16,28
20090111,1200,7,156,160,2,0,14.0,11,25
20090203,1200,7,157,161,2,0,14.0,12,26
20090307,1200,7,158,162,2,0,14.0,14,27
20090216,1200,7,159,163,2,0,14.0,13,26
20090121,1200,7,160,164,1,0,25.0,74,57
20081215,1200,7,161,165,1,0,10.0,74,57
20090103,1200,7,162,166,1,0,10.0,75,57
20090208,1200,7,163,167,1,0,10.0,77,58
20090306,1200,7,164,168,1,0,10.0,73,56
20090122,1200,7,165,169,1,0,10.0,76,58
20090221,1200,7,166,170,1,0,25.0,68,54
20081202,1200,7,167,171,1,0,6.5,25,32
20081202,1200,7,167,172,1,0,7.25,25,32
20081202,1200,7,167,173,1,0,9.5,25,32
20081207,1200,7,168,174,1,0,9.5,34,37
20081214,1200,7,169,175,1,0,9.5,31,35
20081221,1200,7,170,176,1,0,6.5,26,33
20081221,1200,7,170,177,1,0,7.25,26,33
20081221,1200,7,170,178,1,0,9.5,26,33
20090102,1200,7,171,179,1,0,9.5,32,36
20090116,1200,7,172,180,1,0,6.5,22,31
20090116,1200,7,172,181,1,0,7.25,22,31
20090116,1200,7,172,182,1,0,9.5,22,31
20090121,1200,7,173,183,1,0,9.5,33,36
20090127,1200,7,174,184,1,0,6.75,28,34
20090127,1200,7,174,185,1,0,7.25,28,34
20090127,1200,7,174,186,1,0,9.5,28,34
20090202,1200,7,175,187,1,0,6.5,23,31
20090202,1200,7,175,188,1,0,7.25,23,31
20090202,1200,7,175,189,1,0,9.5,23,31
20090214,1200,7,176,190,1,0,6.5,29,34
20090214,1200,7,176,191,1,0,7.25,29,34
20090214,1200,7,176,192,1,0,9.5,29,34
20090221,1200,7,177,193,1,0,6.5,24,32
20090221,1200,7,177,194,1,0,7.25,24,32
20090221,1200,7,177,195,1,0,9.5,24,32
20090303,1200,7,178,196,1,0,6.5,27,33
20090303,1200,7,178,197,1,0,7.0,27,33
20090303,1200,7,178,198,1,0,9.5,27,33
20090305,1200,7,179,199,1,0,9.5,30,35
20090220,1200,7,180,200,3,0,25.0,42,41
20081209,1200,7,181,201,3,0,14.0,20,30
20081228,1200,7,182,202,3,0,14.0,21,30
20090122,1200,7,183,203,3,0,14.0,17,28
20090209,1200,7,184,204,3,0,14.0,18,29
20090228,1200,7,185,205,3,0,14.0,19,29
20090208,1200,7,186,206,2,0,25.0,75,57
20081209,1200,7,187,207,2,0,10.0,79,59
20081227,1200,7,188,208,2,0,10.0,80,60
20090115,1200,7,189,209,2,0,10.0,81,60
20090202,1200,7,190,210,2,0,10.0,82,61
20090226,1200,7,191,211,2,0,10.0,78,59
20090305,1200,7,192,212,1,0,25.0,71,55
20081206,1200,7,193,213,1,0,15.0,52,46
20081212,1200,7,194,214,1,0,15.0,47,43
20081217,1200,7,195,215,1,0,15.0,58,49
20081224,1200,7,196,216,1,0,15.0,53,46
20081231,1200,7,197,217,1,0,15.0,48,44
20090104,1200,7,198,218,1,0,15.0,49,44
20090112,1200,7,199,219,1,0,15.0,54,47
20090117,1200,7,200,220,1,0,15.0,56,48
20090129,1200,7,201,221,1,0,15.0,55,47
20090205,1200,7,202,222,1,0,15.0,50,45
20090224,1200,7,203,223,1,0,15.0,51,45
20090308,1200,7,204,224,1,0,15.0,57,48
20090226,1200,7,205,225,3,0,25.0,76,58
20081202,1200,7,206,226,3,0,10.0,84,62
20081202,1200,7,207,227,3,0,10.0,85,62
20090108,1200,7,208,228,3,0,10.0,86,63
20090127,1200,7,209,229,3,0,10.0,87,63
20090220,1200,7,210,230,3,0,10.0,83,61
20090228,1200,13,211,231,1,0,28.8462,80,60
20081209,1200,13,212,232,1,8,21.6346,81,60
20100223,1200,13,213,233,3,0,10.5769,85,62
20090202,1200,13,214,234,2,0,10.5769,84,62
20090115,1200,13,215,235,1,0,10.5769,83,61
20081228,1200,13,216,236,1,0,10.5769,82,61
20090104,1200,12,217,237,1,0,17.7885,77,58
20081216,1200,12,218,238,3,0,16.8269,76,58
20090122,1200,12,219,239,1,0,10.25,78,59
20090209,1200,12,220,240,1,0,10.25,79,59
20090306,1200,12,221,241,2,0,16.8269,75,57
20081212,1200,8,222,242,1,0,23.5577,44,42
20090126,1200,8,223,243,1,0,16.0,46,43
20090107,1200,7,224,244,1,0,8.62,45,42
20090107,1200,7,224,245,1,0,13.5,45,42
20090107,1200,7,224,246,1,0,16.0,45,42
20110901,1200,8,224,244,1,0,8.62,45,42
20110901,1200,8,224,245,1,0,13.5,45,42
20110901,1200,8,224,246,1,0,16.0,45,42
20090213,1200,8,225,247,2,0,16.0,47,43
20090303,1200,8,226,248,3,0,16.0,48,44
20091202,1200,14,227,249,1,0,24.0385,86,63
20081214,1200,14,228,250,1,0,20.4327,92,66
20100216,1200,14,229,251,3,0,9.25,90,65
20100305,1200,14,230,252,2,0,9.25,88,64
20100307,1200,14,231,253,3,0,9.25,91,65
20100127,1200,14,232,254,2,0,9.25,89,64
20091221,1200,14,233,255,1,0,9.75,87,63
20090131,1200,10,234,256,1,0,39.06,0,20
20090131,1200,10,234,257,1,0,48.5577,0,20
20090131,1200,10,234,258,1,0,60.0962,0,20
20131114,1200,16,234,256,1,0,39.06,0,20
20131114,1200,16,234,257,1,0,48.5577,0,20
20131114,1200,16,234,258,1,0,60.0962,0,20
20081206,1200,9,235,259,1,0,27.1394,54,47
20090225,1200,9,236,260,1,0,13.9423,53,46
20090206,1200,9,237,261,1,0,13.9423,52,46
20090101,1200,9,238,262,1,0,18.2692,50,45
20081225,1200,9,239,263,1,0,16.5865,51,45
20081213,1200,9,240,264,1,0,18.2692,49,44
20090130,1200,10,241,265,1,0,34.7356,57,48
20081218,1200,10,242,266,1,0,19.0,60,50
20090106,1200,10,243,267,1,0,19.0,61,50
20090124,1200,10,244,268,1,0,19.0,62,51
20090218,1200,10,245,269,1,0,26.4423,58,49
20090211,1200,10,246,270,1,0,19.0,63,51
20090301,1200,10,247,271,1,0,19.0,64,52
20090308,1200,10,248,272,1,0,26.4423,59,49
20081225,1200,10,249,273,1,0,43.2692,55,47
20110225,1200,4,250,274,1,0,9.86,49,44
20110225,1200,4,250,275,1,0,22.5,49,44
20110225,1200,4,250,276,1,0,30.0,49,44
20110731,1200,13,250,274,1,0,9.86,49,44
20110731,1200,13,250,275,1,0,22.5,49,44
20110731,1200,13,250,276,1,0,30.0,49,44
20120715,1200,5,250,274,1,0,9.86,49,44
20120715,1200,5,250,275,1,0,22.5,49,44
20120715,1200,5,250,276,1,0,30.0,49,44
20090210,1200,5,251,277,1,0,18.2692,59,49
20090228,1200,5,252,278,1,0,18.2692,60,50
20091217,1200,5,253,279,1,0,18.2692,56,48
20100104,1200,5,254,280,1,0,18.2692,57,48
20100111,1200,5,255,281,1,0,18.2692,52,46
20100123,1200,5,256,282,1,0,18.2692,58,49
20100127,1200,5,257,283,1,0,18.2692,54,47
20100131,1200,5,258,284,1,0,18.2692,53,46
20100309,1200,5,259,285,1,0,18.2692,55,47
20101206,1200,5,260,286,1,0,12.75,50,45
20101225,1200,5,261,287,1,0,12.75,51,45
20090112,1200,10,262,288,1,0,13.4615,56,48
20081211,1200,11,263,289,1,0,50.4808,65,52
20090204,1200,11,264,290,1,0,39.6635,68,54
20081204,1200,11,265,291,2,0,32.4519,70,55
20090223,1200,11,266,292,1,0,32.4519,69,54
20090216,1200,11,267,293,1,0,27.4038,74,57
20090203,1200,11,268,294,1,0,27.4038,73,56
20090111,1200,11,269,295,1,0,27.4038,72,56
20090117,1200,11,270,296,1,0,38.4615,67,53
20090122,1200,11,271,297,1,0,38.4615,66,53
20081223,1200,11,272,298,1,0,27.4038,71,55
20110215,1200,3,273,299,1,0,72.1154,10,25
20110104,1200,3,274,300,1,4,48.101,14,27
20110531,1200,3,275,301,1,0,23.0769,38,39
20110531,1200,3,276,302,1,0,23.0769,27,33
20110531,1200,3,277,303,1,0,23.0769,24,32
20110531,1200,3,278,304,1,0,23.0769,33,36
20110531,1200,3,279,305,1,0,23.0769,29,34
20110531,1200,3,280,306,1,0,23.0769,22,31
20110531,1200,3,281,307,1,0,23.0769,26,33
20110531,1200,3,282,308,1,0,23.0769,31,35
20110531,1200,3,283,309,1,0,23.0769,23,31
20120930,1200,3,284,310,1,0,23.0769,39,39
20130314,1200,3,285,311,1,0,48.101,20,30
20130530,1200,3,286,312,1,0,23.0769,36,38
20120416,1200,3,287,313,1,0,48.101,21,30
20130530,1200,3,288,314,1,0,23.0769,35,37
20120530,1200,3,289,315,1,0,23.0769,37,38
20120530,1200,3,290,316,1,0,23.0769,34,37
