TimeID,FullTime,Hour,Minute,Second
257,02:57:00,2,57,0
258,02:58:00,2,58,0
259,02:59:00,2,59,0
300,03:00:00,3,0,0
301,03:01:00,3,1,0
302,03:02:00,3,2,0
303,03:03:00,3,3,0
304,03:04:00,3,4,0
305,03:05:00,3,5,0
306,03:06:00,3,6,0
307,03:07:00,3,7,0
308,03:08:00,3,8,0
309,03:09:00,3,9,0
310,03:10:00,3,10,0
311,03:11:00,3,11,0
312,03:12:00,3,12,0
313,03:13:00,3,13,0
314,03:14:00,3,14,0
315,03:15:00,3,15,0
316,03:16:00,3,16,0
317,03:17:00,3,17,0
318,03:18:00,3,18,0
319,03:19:00,3,19,0
320,03:20:00,3,20,0
321,03:21:00,3,21,0
322,03:22:00,3,22,0
323,03:23:00,3,23,0
324,03:24:00,3,24,0
325,03:25:00,3,25,0
326,03:26:00,3,26,0
327,03:27:00,3,27,0
328,03:28:00,3,28,0
329,03:29:00,3,29,0
330,03:30:00,3,30,0
331,03:31:00,3,31,0
332,03:32:00,3,32,0
333,03:33:00,3,33,0
334,03:34:00,3,34,0
335,03:35:00,3,35,0
336,03:36:00,3,36,0
337,03:37:00,3,37,0
338,03:38:00,3,38,0
339,03:39:00,3,39,0
340,03:40:00,3,40,0
341,03:41:00,3,41,0
342,03:42:00,3,42,0
343,03:43:00,3,43,0
344,03:44:00,3,44,0
345,03:45:00,3,45,0
346,03:46:00,3,46,0
347,03:47:00,3,47,0
348,03:48:00,3,48,0
349,03:49:00,3,49,0
350,03:50:00,3,50,0
351,03:51:00,3,51,0
352,03:52:00,3,52,0
353,03:53:00,3,53,0
354,03:54:00,3,54,0
355,03:55:00,3,55,0
356,03:56:00,3,56,0
357,03:57:00,3,57,0
358,03:58:00,3,58,0
359,03:59:00,3,59,0
400,04:00:00,4,0,0
401,04:01:00,4,1,0
402,04:02:00,4,2,0
403,04:03:00,4,3,0
404,04:04:00,4,4,0
405,04:05:00,4,5,0
406,04:06:00,4,6,0
407,04:07:00,4,7,0
408,04:08:00,4,8,0
409,04:09:00,4,9,0
410,04:10:00,4,10,0
411,04:11:00,4,11,0
412,04:12:00,4,12,0
413,04:13:00,4,13,0
414,04:14:00,4,14,0
415,04:15:00,4,15,0
416,04:16:00,4,16,0
417,04:17:00,4,17,0
418,04:18:00,4,18,0
419,04:19:00,4,19,0
420,04:20:00,4,20,0
421,04:21:00,4,21,0
422,04:22:00,4,22,0
423,04:23:00,4,23,0
424,04:24:00,4,24,0
425,04:25:00,4,25,0
426,04:26:00,4,26,0
427,04:27:00,4,27,0
428,04:28:00,4,28,0
429,04:29:00,4,29,0
430,04:30:00,4,30,0
431,04:31:00,4,31,0
432,04:32:00,4,32,0
433,04:33:00,4,33,0
434,04:34:00,4,34,0
435,04:35:00,4,35,0
436,04:36:00,4,36,0
437,04:37:00,4,37,0
438,04:38:00,4,38,0
439,04:39:00,4,39,0
440,04:40:00,4,40,0
441,04:41:00,4,41,0
442,04:42:00,4,42,0
443,04:43:00,4,43,0
444,04:44:00,4,44,0
445,04:45:00,4,45,0
446,04:46:00,4,46,0
447,04:47:00,4,47,0
448,04:48:00,4,48,0
449,04:49:00,4,49,0
450,04:50:00,4,50,0
451,04:51:00,4,51,0
452,04:52:00,4,52,0
453,04:53:00,4,53,0
454,04:54:00,4,54,0
455,04:55:00,4,55,0
456,04:56:00,4,56,0
457,04:57:00,4,57,0
458,04:58:00,4,58,0
459,04:59:00,4,59,0
500,05:00:00,5,0,0
501,05:01:00,5,1,0
502,05:02:00,5,2,0
503,05:03:00,5,3,0
504,05:04:00,5,4,0
505,05:05:00,5,5,0
506,05:06:00,5,6,0
507,05:07:00,5,7,0
508,05:08:00,5,8,0
509,05:09:00,5,9,0
510,05:10:00,5,10,0
511,05:11:00,5,11,0
512,05:12:00,5,12,0
513,05:13:00,5,13,0
514,05:14:00,5,14,0
515,05:15:00,5,15,0
516,05:16:00,5,16,0
517,05:17:00,5,17,0
518,05:18:00,5,18,0
519,05:19:00,5,19,0
520,05:20:00,5,20,0
521,05:21:00,5,21,0
522,05:22:00,5,22,0
523,05:23:00,5,23,0
524,05:24:00,5,24,0
525,05:25:00,5,25,0
526,05:26:00,5,26,0
527,05:27:00,5,27,0
528,05:28:00,5,28,0
529,05:29:00,5,29,0
530,05:30:00,5,30,0
531,05:31:00,5,31,0
532,05:32:00,5,32,0
533,05:33:00,5,33,0
534,05:34:00,5,34,0
535,05:35:00,5,35,0
536,05:36:00,5,36,0
537,05:37:00,5,37,0
538,05:38:00,5,38,0
539,05:39:00,5,39,0
540,05:40:00,5,40,0
541,05:41:00,5,41,0
542,05:42:00,5,42,0
543,05:43:00,5,43,0
544,05:44:00,5,44,0
545,05:45:00,5,45,0
546,05:46:00,5,46,0
547,05:47:00,5,47,0
548,05:48:00,5,48,0
549,05:49:00,5,49,0
550,05:50:00,5,50,0
551,05:51:00,5,51,0
552,05:52:00,5,52,0
553,05:53:00,5,53,0
554,05:54:00,5,54,0
555,05:55:00,5,55,0
556,05:56:00,5,56,0
557,05:57:00,5,57,0
558,05:58:00,5,58,0
559,05:59:00,5,59,0
600,06:00:00,6,0,0
601,06:01:00,6,1,0
602,06:02:00,6,2,0
603,06:03:00,6,3,0
604,06:04:00,6,4,0
605,06:05:00,6,5,0
606,06:06:00,6,6,0
607,06:07:00,6,7,0
608,06:08:00,6,8,0
609,06:09:00,6,9,0
610,06:10:00,6,10,0
611,06:11:00,6,11,0
612,06:12:00,6,12,0
613,06:13:00,6,13,0
614,06:14:00,6,14,0
615,06:15:00,6,15,0
616,06:16:00,6,16,0
617,06:17:00,6,17,0
618,06:18:00,6,18,0
619,06:19:00,6,19,0
620,06:20:00,6,20,0
621,06:21:00,6,21,0
622,06:22:00,6,22,0
623,06:23:00,6,23,0
624,06:24:00,6,24,0
625,06:25:00,6,25,0
626,06:26:00,6,26,0
627,06:27:00,6,27,0
628,06:28:00,6,28,0
629,06:29:00,6,29,0
630,06:30:00,6,30,0
631,06:31:00,6,31,0
632,06:32:00,6,32,0
633,06:33:00,6,33,0
634,06:34:00,6,34,0
635,06:35:00,6,35,0
636,06:36:00,6,36,0
637,06:37:00,6,37,0
638,06:38:00,6,38,0
639,06:39:00,6,39,0
640,06:40:00,6,40,0
641,06:41:00,6,41,0
642,06:42:00,6,42,0
643,06:43:00,6,43,0
644,06:44:00,6,44,0
645,06:45:00,6,45,0
646,06:46:00,6,46,0
647,06:47:00,6,47,0
648,06:48:00,6,48,0
649,06:49:00,6,49,0
650,06:50:00,6,50,0
651,06:51:00,6,51,0
652,06:52:00,6,52,0
653,06:53:00,6,53,0
654,06:54:00,6,54,0
655,06:55:00,6,55,0
656,06:56:00,6,56,0
657,06:57:00,6,57,0
658,06:58:00,6,58,0
659,06:59:00,6,59,0
700,07:00:00,7,0,0
701,07:01:00,7,1,0
702,07:02:00,7,2,0
703,07:03:00,7,3,0
704,07:04:00,7,4,0
705,07:05:00,7,5,0
706,07:06:00,7,6,0
707,07:07:00,7,7,0
708,07:08:00,7,8,0
709,07:09:00,7,9,0
710,07:10:00,7,10,0
711,07:11:00,7,11,0
712,07:12:00,7,12,0
713,07:13:00,7,13,0
714,07:14:00,7,14,0
715,07:15:00,7,15,0
716,07:16:00,7,16,0
717,07:17:00,7,17,0
718,07:18:00,7,18,0
719,07:19:00,7,19,0
720,07:20:00,7,20,0
721,07:21:00,7,21,0
722,07:22:00,7,22,0
723,07:23:00,7,23,0
724,07:24:00,7,24,0
725,07:25:00,7,25,0
726,07:26:00,7,26,0
727,07:27:00,7,27,0
728,07:28:00,7,28,0
729,07:29:00,7,29,0
730,07:30:00,7,30,0
731,07:31:00,7,31,0
732,07:32:00,7,32,0
733,07:33:00,7,33,0
734,07:34:00,7,34,0
735,07:35:00,7,35,0
736,07:36:00,7,36,0
737,07:37:00,7,37,0
738,07:38:00,7,38,0
739,07:39:00,7,39,0
740,07:40:00,7,40,0
741,07:41:00,7,41,0
742,07:42:00,7,42,0
743,07:43:00,7,43,0
744,07:44:00,7,44,0
745,07:45:00,7,45,0
746,07:46:00,7,46,0
747,07:47:00,7,47,0
748,07:48:00,7,48,0
749,07:49:00,7,49,0
750,07:50:00,7,50,0
751,07:51:00,7,51,0
752,07:52:00,7,52,0
753,07:53:00,7,53,0
754,07:54:00,7,54,0
755,07:55:00,7,55,0
756,07:56:00,7,56,0
757,07:57:00,7,57,0
758,07:58:00,7,58,0
759,07:59:00,7,59,0
800,08:00:00,8,0,0
801,08:01:00,8,1,0
802,08:02:00,8,2,0
803,08:03:00,8,3,0
804,08:04:00,8,4,0
805,08:05:00,8,5,0
806,08:06:00,8,6,0
807,08:07:00,8,7,0
808,08:08:00,8,8,0
809,08:09:00,8,9,0
810,08:10:00,8,10,0
811,08:11:00,8,11,0
812,08:12:00,8,12,0
813,08:13:00,8,13,0
814,08:14:00,8,14,0
815,08:15:00,8,15,0
816,08:16:00,8,16,0
817,08:17:00,8,17,0
818,08:18:00,8,18,0
819,08:19:00,8,19,0
820,08:20:00,8,20,0
821,08:21:00,8,21,0
822,08:22:00,8,22,0
823,08:23:00,8,23,0
824,08:24:00,8,24,0
825,08:25:00,8,25,0
826,08:26:00,8,26,0
827,08:27:00,8,27,0
828,08:28:00,8,28,0
829,08:29:00,8,29,0
830,08:30:00,8,30,0
831,08:31:00,8,31,0
832,08:32:00,8,32,0
833,08:33:00,8,33,0
834,08:34:00,8,34,0
835,08:35:00,8,35,0
836,08:36:00,8,36,0
837,08:37:00,8,37,0
838,08:38:00,8,38,0
839,08:39:00,8,39,0
840,08:40:00,8,40,0
841,08:41:00,8,41,0
842,08:42:00,8,42,0
843,08:43:00,8,43,0
844,08:44:00,8,44,0
845,08:45:00,8,45,0
846,08:46:00,8,46,0
847,08:47:00,8,47,0
848,08:48:00,8,48,0
849,08:49:00,8,49,0
850,08:50:00,8,50,0
851,08:51:00,8,51,0
852,08:52:00,8,52,0
853,08:53:00,8,53,0
854,08:54:00,8,54,0
855,08:55:00,8,55,0
856,08:56:00,8,56,0
857,08:57:00,8,57,0
858,08:58:00,8,58,0
859,08:59:00,8,59,0
900,09:00:00,9,0,0
901,09:01:00,9,1,0
902,09:02:00,9,2,0
903,09:03:00,9,3,0
904,09:04:00,9,4,0
905,09:05:00,9,5,0
906,09:06:00,9,6,0
907,09:07:00,9,7,0
908,09:08:00,9,8,0
909,09:09:00,9,9,0
910,09:10:00,9,10,0
911,09:11:00,9,11,0
912,09:12:00,9,12,0
913,09:13:00,9,13,0
914,09:14:00,9,14,0
915,09:15:00,9,15,0
916,09:16:00,9,16,0
917,09:17:00,9,17,0
918,09:18:00,9,18,0
919,09:19:00,9,19,0
920,09:20:00,9,20,0
921,09:21:00,9,21,0
922,09:22:00,9,22,0
923,09:23:00,9,23,0
924,09:24:00,9,24,0
925,09:25:00,9,25,0
926,09:26:00,9,26,0
927,09:27:00,9,27,0
928,09:28:00,9,28,0
929,09:29:00,9,29,0
930,09:30:00,9,30,0
931,09:31:00,9,31,0
932,09:32:00,9,32,0
933,09:33:00,9,33,0
934,09:34:00,9,34,0
935,09:35:00,9,35,0
936,09:36:00,9,36,0
937,09:37:00,9,37,0
938,09:38:00,9,38,0
939,09:39:00,9,39,0
940,09:40:00,9,40,0
941,09:41:00,9,41,0
942,09:42:00,9,42,0
943,09:43:00,9,43,0
944,09:44:00,9,44,0
945,09:45:00,9,45,0
946,09:46:00,9,46,0
947,09:47:00,9,47,0
948,09:48:00,9,48,0
949,09:49:00,9,49,0
950,09:50:00,9,50,0
951,09:51:00,9,51,0
952,09:52:00,9,52,0
953,09:53:00,9,53,0
954,09:54:00,9,54,0
955,09:55:00,9,55,0
956,09:56:00,9,56,0
957,09:57:00,9,57,0
958,09:58:00,9,58,0
959,09:59:00,9,59,0
1000,10:00:00,10,0,0
1001,10:01:00,10,1,0
1002,10:02:00,10,2,0
1003,10:03:00,10,3,0
1004,10:04:00,10,4,0
1005,10:05:00,10,5,0
1006,10:06:00,10,6,0
1007,10:07:00,10,7,0
1008,10:08:00,10,8,0
1009,10:09:00,10,9,0
1010,10:10:00,10,10,0
1011,10:11:00,10,11,0
1012,10:12:00,10,12,0
1013,10:13:00,10,13,0
1014,10:14:00,10,14,0
1015,10:15:00,10,15,0
1016,10:16:00,10,16,0
1017,10:17:00,10,17,0
1018,10:18:00,10,18,0
1019,10:19:00,10,19,0
1020,10:20:00,10,20,0
1021,10:21:00,10,21,0
1022,10:22:00,10,22,0
1023,10:23:00,10,23,0
1024,10:24:00,10,24,0
1025,10:25:00,10,25,0
1026,10:26:00,10,26,0
1027,10:27:00,10,27,0
1028,10:28:00,10,28,0
1029,10:29:00,10,29,0
1030,10:30:00,10,30,0
1031,10:31:00,10,31,0
1032,10:32:00,10,32,0
1033,10:33:00,10,33,0
1034,10:34:00,10,34,0
1035,10:35:00,10,35,0
1036,10:36:00,10,36,0
1037,10:37:00,10,37,0
1038,10:38:00,10,38,0
1039,10:39:00,10,39,0
1040,10:40:00,10,40,0
1041,10:41:00,10,41,0
1042,10:42:00,10,42,0
1043,10:43:00,10,43,0
1044,10:44:00,10,44,0
1045,10:45:00,10,45,0
1046,10:46:00,10,46,0
1047,10:47:00,10,47,0
1048,10:48:00,10,48,0
1049,10:49:00,10,49,0
1050,10:50:00,10,50,0
1051,10:51:00,10,51,0
1052,10:52:00,10,52,0
1053,10:53:00,10,53,0
1054,10:54:00,10,54,0
1055,10:55:00,10,55,0
1056,10:56:00,10,56,0
1057,10:57:00,10,57,0
1058,10:58:00,10,58,0
1059,10:59:00,10,59,0
1100,11:00:00,11,0,0
1101,11:01:00,11,1,0
1102,11:02:00,11,2,0
1103,11:03:00,11,3,0
1104,11:04:00,11,4,0
1105,11:05:00,11,5,0
1106,11:06:00,11,6,0
1107,11:07:00,11,7,0
1108,11:08:00,11,8,0
1109,11:09:00,11,9,0
1110,11:10:00,11,10,0
1111,11:11:00,11,11,0
1112,11:12:00,11,12,0
1113,11:13:00,11,13,0
1114,11:14:00,11,14,0
1115,11:15:00,11,15,0
1116,11:16:00,11,16,0
1117,11:17:00,11,17,0
1118,11:18:00,11,18,0
1119,11:19:00,11,19,0
1120,11:20:00,11,20,0
1121,11:21:00,11,21,0
1122,11:22:00,11,22,0
1123,11:23:00,11,23,0
1124,11:24:00,11,24,0
1125,11:25:00,11,25,0
1126,11:26:00,11,26,0
1127,11:27:00,11,27,0
1128,11:28:00,11,28,0
1129,11:29:00,11,29,0
1130,11:30:00,11,30,0
1131,11:31:00,11,31,0
1132,11:32:00,11,32,0
1133,11:33:00,11,33,0
1134,11:34:00,11,34,0
1135,11:35:00,11,35,0
1136,11:36:00,11,36,0
1137,11:37:00,11,37,0
1138,11:38:00,11,38,0
1139,11:39:00,11,39,0
1140,11:40:00,11,40,0
1141,11:41:00,11,41,0
1142,11:42:00,11,42,0
1143,11:43:00,11,43,0
1144,11:44:00,11,44,0
1145,11:45:00,11,45,0
1146,11:46:00,11,46,0
1147,11:47:00,11,47,0
1148,11:48:00,11,48,0
1149,11:49:00,11,49,0
1150,11:50:00,11,50,0
1151,11:51:00,11,51,0
1152,11:52:00,11,52,0
1153,11:53:00,11,53,0
1154,11:54:00,11,54,0
1155,11:55:00,11,55,0
1156,11:56:00,11,56,0
1157,11:57:00,11,57,0
1158,11:58:00,11,58,0
1159,11:59:00,11,59,0
1200,12:00:00,12,0,0
1201,12:01:00,12,1,0
1202,12:02:00,12,2,0
1203,12:03:00,12,3,0
1204,12:04:00,12,4,0
1205,12:05:00,12,5,0
1206,12:06:00,12,6,0
1207,12:07:00,12,7,0
1208,12:08:00,12,8,0
1209,12:09:00,12,9,0
1210,12:10:00,12,10,0
1211,12:11:00,12,11,0
1212,12:12:00,12,12,0
1213,12:13:00,12,13,0
1214,12:14:00,12,14,0
1215,12:15:00,12,15,0
1216,12:16:00,12,16,0
1217,12:17:00,12,17,0
1218,12:18:00,12,18,0
1219,12:19:00,12,19,0
1220,12:20:00,12,20,0
1221,12:21:00,12,21,0
1222,12:22:00,12,22,0
1223,12:23:00,12,23,0
1224,12:24:00,12,24,0
1225,12:25:00,12,25,0
1226,12:26:00,12,26,0
1227,12:27:00,12,27,0
1228,12:28:00,12,28,0
1229,12:29:00,12,29,0
1230,12:30:00,12,30,0
1231,12:31:00,12,31,0
1232,12:32:00,12,32,0
1233,12:33:00,12,33,0
1234,12:34:00,12,34,0
1235,12:35:00,12,35,0
1236,12:36:00,12,36,0
1237,12:37:00,12,37,0
1238,12:38:00,12,38,0
1239,12:39:00,12,39,0
1240,12:40:00,12,40,0
1241,12:41:00,12,41,0
1242,12:42:00,12,42,0
1243,12:43:00,12,43,0
1244,12:44:00,12,44,0
1245,12:45:00,12,45,0
1246,12:46:00,12,46,0
1247,12:47:00,12,47,0
1248,12:48:00,12,48,0
1249,12:49:00,12,49,0
1250,12:50:00,12,50,0
1251,12:51:00,12,51,0
1252,12:52:00,12,52,0
1253,12:53:00,12,53,0
1254,12:54:00,12,54,0
1255,12:55:00,12,55,0
1256,12:56:00,12,56,0
1257,12:57:00,12,57,0
1258,12:58:00,12,58,0
1259,12:59:00,12,59,0
1300,13:00:00,13,0,0
1301,13:01:00,13,1,0
1302,13:02:00,13,2,0
1303,13:03:00,13,3,0
1304,13:04:00,13,4,0
1305,13:05:00,13,5,0
1306,13:06:00,13,6,0
1307,13:07:00,13,7,0
1308,13:08:00,13,8,0
1309,13:09:00,13,9,0
1310,13:10:00,13,10,0
1311,13:11:00,13,11,0
1312,13:12:00,13,12,0
1313,13:13:00,13,13,0
1314,13:14:00,13,14,0
1315,13:15:00,13,15,0
1316,13:16:00,13,16,0
1317,13:17:00,13,17,0
1318,13:18:00,13,18,0
1319,13:19:00,13,19,0
1320,13:20:00,13,20,0
1321,13:21:00,13,21,0
1322,13:22:00,13,22,0
1323,13:23:00,13,23,0
1324,13:24:00,13,24,0
1325,13:25:00,13,25,0
1326,13:26:00,13,26,0
1327,13:27:00,13,27,0
1328,13:28:00,13,28,0
1329,13:29:00,13,29,0
1330,13:30:00,13,30,0
1331,13:31:00,13,31,0
1332,13:32:00,13,32,0
1333,13:33:00,13,33,0
1334,13:34:00,13,34,0
1335,13:35:00,13,35,0
1336,13:36:00,13,36,0
1337,13:37:00,13,37,0
1338,13:38:00,13,38,0
1339,13:39:00,13,39,0
1340,13:40:00,13,40,0
1341,13:41:00,13,41,0
1342,13:42:00,13,42,0
1343,13:43:00,13,43,0
1344,13:44:00,13,44,0
1345,13:45:00,13,45,0
1346,13:46:00,13,46,0
1347,13:47:00,13,47,0
1348,13:48:00,13,48,0
1349,13:49:00,13,49,0
1350,13:50:00,13,50,0
1351,13:51:00,13,51,0
1352,13:52:00,13,52,0
1353,13:53:00,13,53,0
1354,13:54:00,13,54,0
1355,13:55:00,13,55,0
1356,13:56:00,13,56,0
1357,13:57:00,13,57,0
1358,13:58:00,13,58,0
1359,13:59:00,13,59,0
1400,14:00:00,14,0,0
1401,14:01:00,14,1,0
1402,14:02:00,14,2,0
1403,14:03:00,14,3,0
1404,14:04:00,14,4,0
1405,14:05:00,14,5,0
1406,14:06:00,14,6,0
1407,14:07:00,14,7,0
1408,14:08:00,14,8,0
1409,14:09:00,14,9,0
1410,14:10:00,14,10,0
1411,14:11:00,14,11,0
1412,14:12:00,14,12,0
1413,14:13:00,14,13,0
1414,14:14:00,14,14,0
1415,14:15:00,14,15,0
1416,14:16:00,14,16,0
1417,14:17:00,14,17,0
1418,14:18:00,14,18,0
1419,14:19:00,14,19,0
1420,14:20:00,14,20,0
1421,14:21:00,14,21,0
1422,14:22:00,14,22,0
1423,14:23:00,14,23,0
1424,14:24:00,14,24,0
1425,14:25:00,14,25,0
1426,14:26:00,14,26,0
1427,14:27:00,14,27,0
1428,14:28:00,14,28,0
1429,14:29:00,14,29,0
1430,14:30:00,14,30,0
1431,14:31:00,14,31,0
1432,14:32:00,14,32,0
1433,14:33:00,14,33,0
1434,14:34:00,14,34,0
1435,14:35:00,14,35,0
1436,14:36:00,14,36,0
1437,14:37:00,14,37,0
1438,14:38:00,14,38,0
1439,14:39:00,14,39,0
1440,14:40:00,14,40,0
1441,14:41:00,14,41,0
1442,14:42:00,14,42,0
1443,14:43:00,14,43,0
1444,14:44:00,14,44,0
1445,14:45:00,14,45,0
1446,14:46:00,14,46,0
1447,14:47:00,14,47,0
1448,14:48:00,14,48,0
1449,14:49:00,14,49,0
1450,14:50:00,14,50,0
1451,14:51:00,14,51,0
1452,14:52:00,14,52,0
1453,14:53:00,14,53,0
1454,14:54:00,14,54,0
1455,14:55:00,14,55,0
1456,14:56:00,14,56,0
1457,14:57:00,14,57,0
1458,14:58:00,14,58,0
1459,14:59:00,14,59,0
1500,15:00:00,15,0,0
1501,15:01:00,15,1,0
1502,15:02:00,15,2,0
1503,15:03:00,15,3,0
1504,15:04:00,15,4,0
1505,15:05:00,15,5,0
1506,15:06:00,15,6,0
1507,15:07:00,15,7,0
1508,15:08:00,15,8,0
1509,15:09:00,15,9,0
1510,15:10:00,15,10,0
1511,15:11:00,15,11,0
1512,15:12:00,15,12,0
1513,15:13:00,15,13,0
1514,15:14:00,15,14,0
1515,15:15:00,15,15,0
1516,15:16:00,15,16,0
1517,15:17:00,15,17,0
1518,15:18:00,15,18,0
1519,15:19:00,15,19,0
1520,15:20:00,15,20,0
1521,15:21:00,15,21,0
1522,15:22:00,15,22,0
1523,15:23:00,15,23,0
1524,15:24:00,15,24,0
1525,15:25:00,15,25,0
1526,15:26:00,15,26,0
1527,15:27:00,15,27,0
1528,15:28:00,15,28,0
1529,15:29:00,15,29,0
1530,15:30:00,15,30,0
1531,15:31:00,15,31,0
1532,15:32:00,15,32,0
1533,15:33:00,15,33,0
1534,15:34:00,15,34,0
1535,15:35:00,15,35,0
1536,15:36:00,15,36,0
1537,15:37:00,15,37,0
1538,15:38:00,15,38,0
1539,15:39:00,15,39,0
1540,15:40:00,15,40,0
1541,15:41:00,15,41,0
1542,15:42:00,15,42,0
1543,15:43:00,15,43,0
1544,15:44:00,15,44,0
1545,15:45:00,15,45,0
1546,15:46:00,15,46,0
1547,15:47:00,15,47,0
1548,15:48:00,15,48,0
1549,15:49:00,15,49,0
1550,15:50:00,15,50,0
1551,15:51:00,15,51,0
1552,15:52:00,15,52,0
1553,15:53:00,15,53,0
1554,15:54:00,15,54,0
1555,15:55:00,15,55,0
1556,15:56:00,15,56,0
1557,15:57:00,15,57,0
1558,15:58:00,15,58,0
1559,15:59:00,15,59,0
1600,16:00:00,16,0,0
1601,16:01:00,16,1,0
1602,16:02:00,16,2,0
1603,16:03:00,16,3,0
1604,16:04:00,16,4,0
1605,16:05:00,16,5,0
1606,16:06:00,16,6,0
1607,16:07:00,16,7,0
1608,16:08:00,16,8,0
1609,16:09:00,16,9,0
